"","gene","NC","TAC_NA","TAC_CD63_AS1","cluster","membership","description"
"4067","Acyp2",-0.321530133886664,1.12121484686528,-0.799684712978621,6,0.671666874808035,"acylphosphatase 2, muscle type"
"4068","Adamts8",0.00068658077019639,0.999656532842453,-1.00034311361265,6,0.432586785333983,"ADAM metallopeptidase with thrombospondin type 1 motif 8"
"4069","Aida",-0.528149660279359,1.15334051162081,-0.625190851341455,6,0.347725449181497,"axin interactor, dorsalization associated"
"4070","Aif1",-0.13433989301053,1.0603791867258,-0.926039293715262,6,0.552926371340282,"allograft inflammatory factor 1"
"4071","Aimp1",-0.385089902422731,1.13529588612951,-0.750205983706784,6,0.53161890615223,"aminoacyl tRNA synthetase complex-interacting multifunctional protein 1"
"4072","Ak6",-0.166830941497883,1.07292321590266,-0.906092274404778,6,0.600564246870256,"adenylate kinase 6"
"4073","Akirin1",-0.513645499726639,1.15243774831853,-0.638792248591887,6,0.362558248235824,"akirin 1"
"4074","Akr1b10",0.515951436328632,0.636644640710222,-1.15259607703886,6,0.262815545994172,"aldo-keto reductase family 1, member B10"
"4075","Akr1b8",0.475964229175799,0.673112578300177,-1.14907680747597,6,0.270999166517683,"aldo-keto reductase family 1, member B8"
"4076","Akr1e1",-0.432870701448842,1.14350989835821,-0.710639196909369,6,0.457866590580832,"aldo-keto reductase family 1, member E1"
"4077","Alas2",0.128320585448428,0.929645709729301,-1.05796629517772,6,0.368838478166577,"aminolevulinic acid synthase 2, erythroid"
"4078","Alg11",0.332140660042214,0.79166759679397,-1.12380825683618,6,0.304091733292973,"ALG11 alpha-1,2-mannosyltransferase"
"4079","Alg14",-0.407724612417822,1.13944794115718,-0.731723328739353,6,0.494385342065625,"asparagine-linked glycosylation 14"
"4080","Alg5",-0.435168290274799,1.14385161156083,-0.708683321286031,6,0.454739595138478,"ALG5 dolichyl-phosphate beta-glucosyltransferase"
"4081","Ankrd28",0.232286774279771,0.863413727515014,-1.09570050179478,6,0.332166958251759,"ankyrin repeat domain 28"
"4082","Ankrd37",-0.387959946634573,1.13584796292914,-0.747888016294567,6,0.526626540441988,"ankyrin repeat domain 37"
"4083","Ano5",0.0984230879023875,0.947149169759366,-1.04557225766176,6,0.381434947844385,"anoctamin 5"
"4084","Anxa8",-0.506045847693188,1.15187674957376,-0.64583090188057,6,0.370533311699946,"annexin A8"
"4085","Ap3s1",-0.458422673631581,1.14702748900824,-0.688604815376662,6,0.424732988183125,"adaptor-related protein complex 3, sigma 1 subunit"
"4086","Ap4s1",0.0198112053321887,0.989947205054854,-1.00975841038704,6,0.421072265775369,"adaptor-related protein complex AP-4, sigma 1"
"4087","Apobec2",0.560631659528963,0.593909030755031,-1.15454069028399,6,0.254037948120079,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 2"
"4088","Apol6",-0.353024760187061,1.12863114317992,-0.775606382992855,6,0.59412649832784,"apolipoprotein L 6"
"4089","Apoo",-0.377217442590791,1.13374376495526,-0.756526322364479,6,0.545769633319856,"apolipoprotein O"
"4090","Apool",-0.487695755925083,1.15027748760661,-0.662581731681526,6,0.390469490871536,"apolipoprotein O-like"
"4091","Appl1",0.262459125797542,0.842596091653521,-1.10505521745106,6,0.323094071514752,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1"
"4092","Arf2",-0.301880820802233,1.1161610989091,-0.814280278106868,6,0.73099717435196,"ADP-ribosylation factor 2"
"4093","Arf4",-0.213660042595722,1.08956194794342,-0.8759019053477,6,0.697416578671604,"ADP-ribosylation factor 4"
"4094","Arhgap18",0.719678578873595,0.422175452964433,-1.14185403183803,6,0.224795093850642,"Rho GTPase activating protein 18"
"4095","Arl1",0.124408117676477,0.931974981974911,-1.05638309965138,6,0.370424348761417,"ADP-ribosylation factor-like 1"
"4096","Arl6",-0.060284254586346,1.02877837562723,-0.968494121040887,6,0.476438248391786,"ADP-ribosylation factor-like 6"
"4097","Arntl",-0.0217414793011173,1.01069346446649,-0.988951985165373,6,0.447314914063535,NA
"4098","Arpc5",-0.522054036952871,1.15298816498221,-0.630934128029351,6,0.353901368373493,"actin related protein 2/3 complex, subunit 5"
"4099","Arpp21",0.0114519192606229,0.994224859239765,-1.00567677850039,6,0.425996396444459,"cyclic AMP-regulated phosphoprotein, 21"
"4100","Asah1",-0.134433522398626,1.06041649994355,-0.925982977544929,6,0.55304768973392,"N-acylsphingosine amidohydrolase 1"
"4101","Asb16",-0.0365832203607044,1.01778960967361,-0.981206389312907,6,0.457900159688447,"ankyrin repeat and SOCS box-containing 16"
"4102","Asb5",0.0893352917657897,0.952335064361087,-1.04167035612687,6,0.385496962989993,"ankyrin repeat and SOCs box-containing 5"
"4103","Asf1a",0.196886711288043,0.886912781591968,-1.08379949288001,6,0.343610353552908,"anti-silencing function 1A histone chaperone"
"4104","Asnsd1",-0.0453771931637207,1.0219161396147,-0.976538946450975,6,0.464528237800104,"asparagine synthetase domain containing 1"
"4105","Atad1",0.107718377854863,0.941780084757695,-1.04949846261255,6,0.37739707033885,"ATPase family, AAA domain containing 1"
"4106","Atcayos",-0.297742215113265,1.11505544814831,-0.817313233035054,6,0.744542378760685,"ataxia, cerebellar, Cayman type, opposite strand"
"4107","Atg10",0.172352471380069,0.902621503590795,-1.07497397497087,6,0.352125604815319,"autophagy related 10"
"4108","Atg4a",-0.154158569313476,1.06812739228341,-0.913968822969942,6,0.580550477197308,"autophagy related 4A, cysteine peptidase"
"4109","Atg5",-0.0274324187545766,1.01343396794765,-0.986001549193077,6,0.451288809813477,"autophagy related 5"
"4110","Atp1b3",0.106821306081829,0.942301105665002,-1.04912241174683,6,0.377781778622537,"ATPase, Na+/K+ transporting, beta 3 polypeptide"
"4111","Atp2a1",-0.340452278897512,1.12577267643433,-0.785320397536815,6,0.622780403239067,"ATPase, Ca++ transporting, cardiac muscle, fast twitch 1"
"4112","Atp5c1",0.135199421392208,0.925522052906628,-1.06072147429884,6,0.36609283189867,NA
"4113","Atp5j",-0.209020978086987,1.08799036836979,-0.878969390282808,6,0.685784921354842,NA
"4114","Atp5j2",-0.252835080761488,1.10215101651665,-0.849315935755153,6,0.809725440227086,NA
"4115","Atp5l",-0.127643760690792,1.05769325168453,-0.930049490993742,6,0.544452929999351,NA
"4116","Atp5md",-0.291449143967612,1.11334694014217,-0.821897796174563,6,0.76549371982999,NA
"4117","Atp5pb-ps",-0.302960528341829,1.11644720075482,-0.813486672412995,6,0.727512712730324,"ATP synthase peripheral stalk-membrane subunit b, pseudogene"
"4118","Atp6v1c1",-0.45215706113472,1.1462228094984,-0.694065748363668,6,0.432543496392532,"ATPase, H+ transporting, lysosomal V1 subunit C1"
"4119","Atpif1",-0.476436550681082,1.14912779877376,-0.672691248092678,6,0.403250632137787,NA
"4120","AU041133",0.7680647566938,0.362665282787558,-1.13073003948136,6,0.216170939695432,"expressed sequence AU041133"
"4121","AW112010",-0.0561210693484908,1.02687874595265,-0.970757676604157,6,0.473021787642843,"expressed sequence AW112010"
"4122","Azin1",-0.387919113729597,1.13584016018054,-0.747921046450951,6,0.526696971232646,"antizyme inhibitor 1"
"4123","B230118H07Rik",0.0687132491371227,0.963871238719556,-1.03258448785668,6,0.395167519457189,NA
"4124","B3galt2",0.57788273552464,0.576817639113684,-1.15470037463832,6,0.250735911015626,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2"
"4125","Bbip1",-0.182698245374779,1.07875279563617,-0.896054550261383,6,0.628818178307123,"BBSome interacting protein 1"
"4126","Bbof1",-0.133340807081955,1.05998061282861,-0.926639805746661,6,0.551636808615674,"basal body orientation factor 1"
"4127","Bbs4",0.220717379740098,0.871202759408853,-1.09192013914895,6,0.335805711992806,"Bardet-Biedl syndrome 4"
"4128","Bbs5",-0.394880176929069,1.13714867861435,-0.742268501685278,6,0.514929442447742,"Bardet-Biedl syndrome 5"
"4129","Bcap29",-0.37555357962719,1.13340865878899,-0.757855079161798,6,0.548850640809378,"B cell receptor associated protein 29"
"4130","Bend6",-0.0150296659930301,1.00743012033595,-0.992400454342919,6,0.442756322277592,"BEN domain containing 6"
"4131","Bet1",0.255060203227318,0.84776893947437,-1.10282914270169,6,0.325266091578379,"Bet1 golgi vesicular membrane trafficking protein"
"4132","Bhlhe40",-0.512990890188164,1.15239178951009,-0.639400899321926,6,0.363239338569711,"basic helix-loop-helix family, member e40"
"4133","Bmpr1a",0.611832685414068,0.542167128299367,-1.15399981371343,6,0.244355440436389,"bone morphogenetic protein receptor, type 1A"
"4134","Bmpr1b",-0.230351242278738,1.09507547769895,-0.864724235420209,6,0.743667521253619,"bone morphogenetic protein receptor, type 1B"
"4135","Bnip2",-0.273235085950309,1.10821773896849,-0.834982653018185,6,0.818364488093548,"BCL2/adenovirus E1B interacting protein 2"
"4136","Bpgm",-0.33167626287806,1.12369675487071,-0.792020491992646,6,0.644517248311581,"2,3-bisphosphoglycerate mutase"
"4137","Brcc3",-0.225068734604591,1.09335445708819,-0.868285722483606,6,0.728303322241249,"BRCA1/BRCA2-containing complex, subunit 3"
"4138","Brix1",-0.458826797293888,1.14707808553632,-0.688251288242435,6,0.424235598313557,"BRX1, biogenesis of ribosomes"
"4139","Btbd1",-0.165451890179099,1.07240733524859,-0.906955445069487,6,0.598284875758998,"BTB domain containing 1"
"4140","Btf3",-0.499096015393999,1.15131148864052,-0.652215473246524,6,0.377964279470503,"basic transcription factor 3"
"4141","Btf3l4",-0.391253907135257,1.13647246964003,-0.745218562504775,6,0.521000299946936,"basic transcription factor 3-like 4"
"4142","Bzw1",-0.19201700075986,1.08208512192837,-0.890068121168513,6,0.647378349507079,"basic leucine zipper and W2 domains 1"
"4143","C1d",-0.29772678101082,1.11505129816194,-0.817324517151119,6,0.744593377125804,"C1D nuclear receptor co-repressor"
"4144","C1galt1c1",0.549398745940737,0.604857767566308,-1.15425651350705,6,0.256212543178322,"C1GALT1-specific chaperone 1"
"4145","Cacng6",0.640758148655631,0.511529421961624,-1.15228757061725,6,0.239022756710304,"calcium channel, voltage-dependent, gamma subunit 6"
"4146","Cacybp",-0.372389802653764,1.13276469598527,-0.760374893331503,6,0.554800634285208,"calcyclin binding protein"
"4147","Calm2",0.222243262280883,0.870181558132914,-1.0924248204138,6,0.335320401552354,"calmodulin 2"
"4148","Calu",-0.20945092489123,1.08813673579296,-0.878685810901739,6,0.686840895823366,"calumenin"
"4149","Capn7",0.211418228311501,0.877386379452692,-1.08880460776419,6,0.338799972369738,"calpain 7"
"4150","Capza1",-0.36556677891347,1.13134582684087,-0.765779047927393,6,0.568061782306441,"capping actin protein of muscle Z-line subunit alpha 1"
"4151","Capza2",-0.180454066598469,1.07794017353078,-0.897486106932309,6,0.624579550165435,"capping actin protein of muscle Z-line subunit alpha 2"
"4152","Car3",0.145070028622835,0.919541603242148,-1.06461163186499,6,0.362244422189657,"carbonic anhydrase 3"
"4153","Casp3",0.265257262533296,0.840628240532882,-1.10588550306618,6,0.322281159416584,"caspase 3"
"4154","Casq1",-0.511997250046308,1.15232117408614,-0.64032392403983,6,0.364275232287553,"calsequestrin 1"
"4155","Cbr4",-0.279405043931965,1.10998578785746,-0.830580743925491,6,0.803585325629591,"carbonyl reductase 4"
"4156","Cbx3",0.51193058595542,0.640385813661032,-1.15231639961646,6,0.263623319580712,"chromobox 3"
"4157","Ccdc122",-0.520761849485226,1.15290841568648,-0.632146566201246,6,0.355221006748141,"coiled-coil domain containing 122"
"4158","Ccdc146",-0.129308442939864,1.05836418667022,-0.929055743730351,6,0.546522817307807,"coiled-coil domain containing 146"
"4159","Ccdc174",-0.361967523558685,1.1305808520848,-0.768613328526112,6,0.575307813361224,"coiled-coil domain containing 174"
"4160","Ccdc25",-0.052664262187281,1.0252915179639,-0.97262725577662,6,0.470239299757166,"coiled-coil domain containing 25"
"4161","Ccdc58",-0.417414900209914,1.1410826968871,-0.723667796677182,6,0.479780923083799,NA
"4162","Ccdc59",-0.325544069822694,1.12220717808282,-0.796663108260118,6,0.660653106956327,"coiled-coil domain containing 59"
"4163","Ccl2",0.346302499086937,0.780817268985634,-1.12711976807257,6,0.300510874398754,"C-C motif chemokine ligand 2"
"4164","Ccl21a",0.178869848912709,0.898494315349037,-1.07736416426175,6,0.349812691836483,"C-C motif chemokine ligand 21 (serine)"
"4165","Ccl7",0.529315702384698,0.6240877059874,-1.1534034083721,6,0.260153016556276,"C-C motif chemokine ligand 7"
"4166","Ccn2",-0.52703658828566,1.15327911928415,-0.626242530998486,6,0.348847295786935,"cellular communication network factor 2"
"4167","Ccnb1",-0.37074789553143,1.13242700777305,-0.761679112241625,6,0.557937123093261,"cyclin B1"
"4168","Ccnh",0.175715979468742,0.900495651893714,-1.07621163136246,6,0.350927187093188,"cyclin H"
"4169","Cct4",-0.305577027909887,1.1171364853897,-0.811559457479808,6,0.719166389238688,"chaperonin containing TCP1 subunit 4"
"4170","Cct5",-0.53466649929752,1.15367336546024,-0.619006866162711,6,0.341206982274305,"chaperonin containing TCP1 subunit 5"
"4171","Cct6a",-0.475035083932479,1.14897585246374,-0.673940768531251,6,0.404874236265397,"chaperonin containing TCP1 subunit 6A"
"4172","Cd24a",0.172408138670418,0.90258639142488,-1.0749945300953,6,0.352105686981106,"CD24a antigen"
"4173","Cd302",-0.323257317504459,1.12164351801737,-0.798386200512912,6,0.666882710585064,"CD302 antigen"
"4174","Cd48",0.460882759861271,0.686450277380627,-1.1473330372419,6,0.274179623087441,"CD48 antigen"
"4175","Cd53",-0.211877399190908,1.08896005022019,-0.877082651029278,6,0.692884490912652,"CD53 antigen"
"4176","Cd55",-0.50986242671493,1.15216598161395,-0.642303554899018,6,0.366509362224231,"CD55 molecule, decay accelerating factor for complement"
"4177","Cd80",-0.536985237029974,1.15378078708435,-0.616795550054376,6,0.338907188899055,"CD80 antigen"
"4178","Cd83",0.425175398300595,0.717153883500465,-1.14232928180106,6,0.281944500310957,"CD83 antigen"
"4179","Cd86",-0.496924973925049,1.15112475919793,-0.654199785272887,6,0.380314446141231,"CD86 antigen"
"4180","Cdc42",-0.350486245533243,1.12806500736468,-0.777578761831448,6,0.599694673643674,"cell division cycle 42"
"4181","Cdk1",-0.487214144576496,1.15023090993727,-0.663016765360776,6,0.391007054587462,"cyclin dependent kinase 1"
"4182","Cdkl3",-0.391702296971752,1.13655672565138,-0.744854428679631,6,0.520242757459243,"cyclin dependent kinase like 3"
"4183","Cenpq",-0.188760234663868,1.08092823088607,-0.892167996222204,6,0.640709210544492,"centromere protein Q"
"4184","Cep44",-0.220725176969251,1.09192272275502,-0.871197545785774,6,0.716160532952235,"centrosomal protein 44"
"4185","Cep70",-0.2019026538742,1.08554590785298,-0.883643253978777,6,0.668933053697435,"centrosomal protein 70"
"4186","Cetn2",0.00526311128268897,0.997358056677063,-1.00262116795975,6,0.429749636087158,"centrin 2"
"4187","Cetn3",0.207488584025645,0.879978923950019,-1.08746750797566,6,0.340084666643034,"centrin 3"
"4188","Cfap20",0.754790395338389,0.379386537264127,-1.13417693260252,6,0.218537336753902,"cilia and flagella associated protein 20"
"4189","Cfap36",-0.492316654717897,1.15071249025664,-0.658395835538735,6,0.385350924761483,"cilia and flagella associated protein 36"
"4190","Cfdp1",-0.2739788259695,1.10843251589417,-0.83445368992467,6,0.816897931920016,"craniofacial development protein 1"
"4191","Cfh",0.264441545315946,0.841202568870874,-1.10564411418682,6,0.32251766557923,"complement component factor h"
"4192","Chchd1",-0.52959141803634,1.15341806832312,-0.623826650286783,6,0.34627610075463,"coiled-coil-helix-coiled-coil-helix domain containing 1"
"4193","Chchd3",-0.433281721701412,1.143571393431,-0.710289671729592,6,0.457304853974157,"coiled-coil-helix-coiled-coil-helix domain containing 3"
"4194","Chmp1b",-0.434591449950648,1.14376628776852,-0.709174837817876,6,0.455521685146082,"charged multivesicular body protein 1B"
"4195","Chmp2a",-0.505382401999639,1.15182493455218,-0.646442532552541,6,0.371236814683648,"charged multivesicular body protein 2A"
"4196","Chmp3",-0.106313027136033,1.04890907078084,-0.942596043644808,6,0.519861385499848,"charged multivesicular body protein 3"
"4197","Churc1",-0.0146741635144632,1.00725632934368,-0.992582165829227,6,0.442518609316715,"churchill domain containing 1"
"4198","Ciao2a",-0.348827271018619,1.12769200579014,-0.778864734771518,6,0.603390843783875,"cytosolic iron-sulfur assembly component 2A"
"4199","Cib2",0.322427644735174,0.799010271494306,-1.12143791622948,6,0.306597876185267,"calcium and integrin binding family member 2"
"4200","Cip2a",-0.492830912092129,1.15075956592064,-0.657928653828505,6,0.38478557904626,"cell proliferation regulating inhibitor of protein phosphatase 2A"
"4201","Ckmt1",0.72174918326809,0.41970761885943,-1.14145680212752,6,0.22442563087086,"creatine kinase, mitochondrial 1, ubiquitous"
"4202","Clec12a",0.710724404377033,0.432770474311566,-1.1434948786886,6,0.226394084478837,"C-type lectin domain family 12, member a"
"4203","Clec5a",0.133715746586393,0.926414533620504,-1.06013028020689,6,0.366680515602062,"C-type lectin domain family 5, member a"
"4204","Clock",0.763141712568764,0.368903023942784,-1.13204473651154,6,0.217048888930306,"clock circadian regulator"
"4205","Clu",-0.32659422045433,1.12246454158333,-0.79587032112899,6,0.657831583290025,"clusterin"
"4206","Cmc1",-0.473636419343173,1.14882227035544,-0.675185851012267,6,0.406502185525633,"C-X9-C motif containing 1"
"4207","Cmc4",-0.484557450804745,1.14996978388659,-0.66541233308185,6,0.393986653549839,"C-X9-C motif containing 4"
"4208","Cmpk1",-0.365550663509551,1.13134242706527,-0.765791763555726,6,0.568093828762551,"cytidine/uridine monophosphate kinase 1"
"4209","Cnbp",-0.319667724020107,1.12074978427633,-0.801082060256229,6,0.676902915679701,"cellular nucleic acid binding protein"
"4210","Cnih1",-0.206722203584597,1.08720532112219,-0.880483117537598,6,0.680213888244783,"cornichon family AMPA receptor auxiliary protein 1"
"4211","Cnih4",-0.331895937435704,1.12374952177321,-0.791853584337506,6,0.643954148399463,"cornichon family AMPA receptor auxiliary protein 4"
"4212","Cnot7",0.103304704316839,0.94433765961354,-1.04764236393038,6,0.379300032547019,"CCR4-NOT transcription complex, subunit 7"
"4213","Col3a1",-0.273814493682335,1.10838509902675,-0.834570605344416,6,0.817230697898397,"collagen, type III, alpha 1"
"4214","Commd1",-0.293209092504864,1.11382805767797,-0.820618965173113,6,0.759618710075509,"COMM domain containing 1"
"4215","Commd2",0.0206779970595854,0.989500646277413,-1.010178643337,6,0.420570888705353,"COMM domain containing 2"
"4216","Commd3",-0.498794777658881,1.15128586715432,-0.652491089495441,6,0.378289528192133,"COMM domain containing 3"
"4217","Commd8",-0.198146602966282,1.08424000960908,-0.886093406642795,6,0.66050132047153,"COMM domain containing 8"
"4218","Copg2",-0.495944942105336,1.15103889208719,-0.65509394998185,6,0.381380010450818,"coatomer protein complex, subunit gamma 2"
"4219","Cops2",-0.389170331347514,1.13607857505013,-0.746908243702615,6,0.524546500573914,"COP9 signalosome subunit 2"
"4220","Cops3",-0.455440970410759,1.14664928650257,-0.691208316091802,6,0.42842643409626,"COP9 signalosome subunit 3"
"4221","Cops4",-0.150993493609473,1.06691024462777,-0.915916751018294,6,0.575858204163349,"COP9 signalosome subunit 4"
"4222","Cops5",-0.442855888582125,1.1449586673648,-0.702102778782671,6,0.444500867594472,"COP9 signalosome subunit 5"
"4223","Cox6c",-0.05506844123206,1.02639637331039,-0.971327932078326,6,0.47216935921101,"cytochrome c oxidase subunit 6C"
"4224","Cox6c2",0.0526219701577694,0.972650073317553,-1.02527204347533,6,0.403193295713786,"cytochrome c oxidase subunit 6C2"
"4225","Cox7a2",0.0944116708986585,0.949445973006659,-1.04385764390532,6,0.383213655786201,"cytochrome c oxidase subunit 7A2"
"4226","Cox7a2l",-0.349789667570718,1.127908680141,-0.778119012570287,6,0.601241049024063,"cytochrome c oxidase subunit 7A2 like"
"4227","Cox7b",0.184232193914719,0.89507379057392,-1.07930598448865,6,0.347937873285006,"cytochrome c oxidase subunit 7B"
"4228","Cox7c",0.105416576126774,0.943115747149807,-1.04853232327657,6,0.378386304148603,"cytochrome c oxidase subunit 7C"
"4229","Cox7c-ps1",0.64972223548902,0.501816426726948,-1.15153866221597,6,0.237386195246528,"cytochrome c oxidase subunit 7C, pseudogene 1"
"4230","Cript",-0.387433943697849,1.13574733465739,-0.748313390959541,6,0.52753512475177,"cysteine-rich PDZ-binding protein"
"4231","Crls1",-0.0906042238175572,1.04221893690965,-0.951614713092086,6,0.503743924653962,"cardiolipin synthase 1"
"4232","Cryzl1",0.282732573038121,0.828193778204845,-1.11092635124297,6,0.317305561585426,"crystallin zeta like 1"
"4233","Csf2rb2",-0.388076732591774,1.1358702712639,-0.747793538672122,6,0.526425195709034,"colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)"
"4234","Csrp2",0.472418135082856,0.676268783824635,-1.14868691890749,6,0.271742049691128,"cysteine and glycine-rich protein 2"
"4235","Cst3",-0.159778368995552,1.07026949256173,-0.910491123566169,6,0.589174322599228,"cystatin C"
"4236","Cstb",-0.14651608552437,1.06517526587708,-0.91865918035271,6,0.569411841183054,"cystatin B"
"4237","Ctla2a",-0.415509559247346,1.1407680992663,-0.725258540018957,6,0.482596399415055,"cytotoxic T lymphocyte-associated protein 2 alpha"
"4238","Ctsk",-0.246397126390247,1.10016649617961,-0.853769369789357,6,0.792229329572323,"cathepsin K"
"4239","Cul2",-0.389827840532941,1.13620329716343,-0.74637545663049,6,0.523422768135329,"cullin 2"
"4240","Cwc27",-0.315986314648965,1.11982187737599,-0.803835562727031,6,0.687492531290604,"CWC27 spliceosome-associated protein"
"4241","Cx3cr1",0.0414510607224727,0.978629940516737,-1.02008100123921,6,0.409038540542237,"C-X3-C motif chemokine receptor 1"
"4242","Cxcl16",0.446212796705496,0.699211662319486,-1.14542445902499,6,0.277328044283533,"C-X-C motif chemokine ligand 16"
"4243","Cyb5r4",-0.349900245632185,1.12793352433991,-0.77803327870772,6,0.600995032365284,"cytochrome b5 reductase 4"
"4244","Cysltr1",-0.459340707897124,1.14714219850371,-0.687801490606588,6,0.423604172103469,"cysteinyl leukotriene receptor 1"
"4245","D430019H16Rik",-0.344454264416137,1.12669737521942,-0.782243110803287,6,0.613359015389369,"RIKEN cDNA D430019H16 gene"
"4246","Dapp1",0.669369718117077,0.480151403850088,-1.14952112196717,6,0.233821424631416,"dual adaptor for phosphotyrosine and 3-phosphoinositides 1"
"4247","Dars",-0.424148945031848,1.14216761533619,-0.718018670304345,6,0.470037035282993,NA
"4248","Dcaf13",-0.486167046841086,1.15012883757214,-0.663961790731051,6,0.392178522396568,"DDB1 and CUL4 associated factor 13"
"4249","Dcn",-0.0533060754076383,1.02558689274302,-0.972280817335378,6,0.470752266363245,"decorin"
"4250","Dcun1d1",-0.0943320172424608,1.04382347379782,-0.949491456555356,6,0.507433027798718,"defective in cullin neddylation 1 domain containing 1"
"4251","Ddit4l",0.45588982147628,0.690816947963965,-1.14670676944024,6,0.275244951731977,"DNA-damage-inducible transcript 4-like"
"4252","Ddx50",-0.326988938079328,1.12256103387253,-0.795572095793206,6,0.656777386538089,"DExD box helicase 50"
"4253","Ddx52",-0.282787197558434,1.11094171551855,-0.828154517960115,6,0.793618889992687,"DExD box helicase 52"
"4254","Dnajc19",-0.442954479539185,1.14497250060861,-0.702018021069431,6,0.444371719260635,"DnaJ heat shock protein family (Hsp40) member C19"
"4255","Dnajc19-ps",-0.271415999032915,1.10769051818731,-0.836274519154388,6,0.821497902589466,"DnaJ heat shock protein family (Hsp40) member C19, pseudogene"
"4256","Dnajc24",-0.223179591360302,1.09273359375472,-0.869554002394414,6,0.722965153580895,"DnaJ heat shock protein family (Hsp40) member C24"
"4257","Dnm3os",-0.205896609311406,1.08692235904207,-0.881025749730668,6,0.678243519773353,"dynamin 3, opposite strand"
"4258","Dph3",-0.260569303158829,1.1044908559779,-0.843921552819061,6,0.823952494196159,"diphthamine biosynthesis 3"
"4259","Dph6",0.672650688651281,0.476482005722772,-1.14913269437405,6,0.233228791191285,"diphthamine biosynthesis 6"
"4260","Dpy30",-0.453038502603117,1.14633830218567,-0.693299799582548,6,0.431433257404965,"dpy-30, histone methyltransferase complex regulatory subunit"
"4261","Dram2",-0.077026900785346,1.03628604092448,-0.959259140139134,6,0.490954579135494,"DNA-damage regulated autophagy modulator 2"
"4262","Dstn",0.262199544147638,0.84277832568102,-1.10497786982865,6,0.323169718998322,"destrin"
"4263","Dusp26",-0.270046127120938,1.10729170797941,-0.837245580858467,6,0.823394167218664,"dual specificity phosphatase 26"
